property_type,society,sector,price_in_cr,price_per_sqft,total_area_sqft,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,luxury_score,area_per_bedroom,coordinates,latitude,longitude
Flat,pareena express heights,sector 99,2.0,10723.0,1865.0,3,3,3,9.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.8455037991912068,621.6666666666666,"28.4640° N, 76.9614° E",28.464,76.9614
Flat,conscient elevate,sector 59,4.8,22911.0,2095.0,3,3,2,16.0,0,1,0,0,0,north,Unfurnished,New Property,0.1275465379242346,698.3333333333334,"28.4051° N, 77.1097° E",28.4051,77.1097
Independent House,Vipul Tatvam Villa,sector 48,19.75,29259.0,6750.0,5,6,2,2.0,1,1,1,1,0,north-east,Semi-Furnished,Old Property,1.1198013018788495,1350.0,"28.4177° N, 77.0359° E",28.4177,77.0359
Independent Builder Floor,"South City 1, Gurgaon",sector 41,3.1,14351.0,2160.0,3,3,2,1.0,0,1,0,0,1,north-east,Semi-Furnished,New Property,0.3599807943436079,720.0,"28.4557° N, 77.0632° E",28.4557,77.0632
Independent House,"Sohna, Gurgaon",sector 33,0.31,3422.0,900.0,3,2,0,3.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.0,300.0,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,"DLF Phase 1, Gurgaon",sector 26,4.15,15370.0,2700.0,4,5,2,1.0,1,1,0,1,1,north,Semi-Furnished,Relatively New,0.3599807943436079,675.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,silverglades the melia,sector 33,1.4,9824.0,1425.0,2,2,3,7.0,0,0,0,0,0,north,Unfurnished,New Property,0.1275465379242346,712.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,Vipul Tatvam Villa,sector 48,10.5,32407.0,3240.0,4,4,3,3.0,0,1,1,0,0,east,Semi-Furnished,Relatively New,1.3274002576019963,810.0,"28.4177° N, 77.0359° E",28.4177,77.0359
Independent Builder Floor,Emaar Emerald Hills,sector 65,6.65,22166.0,3000.0,4,4,3+,1.0,1,1,0,1,0,north-east,Unfurnished,New Property,0.3599807943436079,750.0,"28.4030° N, 77.0690° E",28.403,77.069
Independent Builder Floor,Smart World Gems,sector 89,1.7,11378.0,1494.0,3,3,2,1.0,1,0,0,0,0,east,Unfurnished,Relatively New,1.3649117126625223,498.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Flat,pioneer urban presidia,sector 62,10.0,22321.0,4480.0,4,5,3,15.0,0,1,0,0,0,north,Unfurnished,Relatively New,0.447222514051313,1120.0,"28.4139° N, 77.0886° E",28.4139,77.0886
Independent Builder Floor,Ansals Palam Vihar,sector 1,2.7,11111.0,2430.0,4,4,2,1.0,0,0,0,1,0,west,Unfurnished,Relatively New,0.6234127943266914,607.5,"28.3663° N, 76.9456° E",28.3663,76.9456
Flat,puri diplomatic greens,sector 111,6.35,14111.0,4500.0,4,6,2,9.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.1275465379242346,1125.0,"28.5238° N, 77.0320° E",28.5238,77.032
