property_name,link,society,price,area
"4 Bedroom House in New Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-palam-vihar-gurgaon-1070-sq-ft-spid-H84371436,"New Palam Vihar, Gurgaon",₹1.3 Cr,"₹12,149 /sqft"
"5 Bedroom House in Block K1 New Palam Vihar Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-k1-new-palam-vihar-phase-1-gurgaon-6880-sq-ft-spid-T84412436,"Block K1 New Palam Vihar Phase 1, Gurgaon",₹8.25 Cr,"₹11,991 /sqft"
"6 Bedroom House in Laxman Vihar Phase 2, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-860-sq-ft-spid-Z84406228,"Street 119, block F, Opp Apna Enclave",₹95 Lac,"₹11,046 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-1800-sq-ft-spid-M84398992,"DLF Phase 1, Gurgaon",₹7 Cr,"₹38,889 /sqft"
"4 Bedroom House in South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-549-sq-ft-spid-X84397410,"South City 1, Gurgaon",₹2.4 Cr,"₹43,011 /sqft"
"4 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-housing-board-colony-sector-57-gurgaon-1200-sq-ft-spid-T84387092,Housing Board Colony,₹55 Lac,"₹4,583 /sqft"
"6 Bedroom House in Suncity, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-1449-sq-ft-r1-spid-D82892314,"Suncity, Gurgaon",₹7.5 Cr,"₹51,760 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-3645-sq-ft-r1-spid-L82895518,"DLF Phase 1, Gurgaon",₹9 Cr,"₹24,691 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-r1-spid-M82894166,"DLF Phase 1, Gurgaon",₹9 Cr,"₹33,333 /sqft"
"3 Bedroom House in Sector-33 Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-2919-sq-ft-r17-spid-T27634829,Central Park Flower Valley,₹2.03 Cr,"₹9,022 /sqft"
"4 Bedroom House in Golf Course Ext Road, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-golf-course-extension-road-gurgaon-1156-sq-ft-spid-X84379510,sector 23 d chandigarh pcode 160023,₹3.3 Cr,"₹28,557 /sqft"
"3 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-housing-board-colony-sector-57-gurgaon-1200-sq-ft-spid-M84378658,Housing Board Colony,₹42 Lac,"₹3,500 /sqft"
"10 Bedroom House in Shanti Nagar, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-ganga-apartment-shanti-nagar-gurgaon-1890-sq-ft-spid-K84377398,Ganga Apartment,₹3.25 Cr,"₹14,021 /sqft"
"2 Bedroom House in DLF CITY, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-gurgaon-300-sq-ft-spid-Z84372952,"DLF CITY, Gurgaon",₹6 Cr,"₹2,00,000 /sqft"
"3 Bedroom House in Rajendra Park, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-1170-sq-ft-spid-W84372524,"Rajendra Park, Gurgaon",₹1.2 Cr,"₹11,111 /sqft"
"5 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-the-close-north-nirvana-country-gurgaon-450-sq-ft-spid-T84350556,The Close North,₹50 Lac,"₹11,111 /sqft"
"6 Bedroom House in Rosewood City, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-rosewood-city-gurgaon-2500-sq-ft-spid-Z84346816,Eros Rosewood City,₹6.2 Cr,"₹36,257 /sqft"
"5 Bedroom House in Sector 54, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-54-gurgaon-489-sq-ft-spid-D84338994,"Sector 54, Gurgaon",₹70 Lac,"₹14,315 /sqft"
"5 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-5445-sq-ft-r2-spid-Z61832326,"Sector 4, Gurgaon",₹10 Cr,"₹18,366 /sqft"
"10 Bedroom House in Sector 55, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sector-55-gurgaon-540-sq-ft-spid-A84332404,"Sector 55, Gurgaon",₹2.8 Cr,"₹51,852 /sqft"
"7 Bedroom House in Patel Nagar, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-patel-nagar-gurgaon-1631-sq-ft-spid-B84332166,"Patel Nagar, Gurgaon",Price on Request,
"4 Bedroom House in G block DLF City Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-g-block-dlf-city-phase-1-gurgaon-3500-sq-ft-spid-Z84235256,TRIPLEX,₹11.25 Cr,"₹32,142 /sqft"
"3 Bedroom House in Krishna Colony, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-630-sq-ft-spid-S84325030,"Krishna Colony, Gurgaon",₹1.52 Cr,"₹24,127 /sqft"
"2 Bedroom House in Block C Harijan Basti, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-hulas-basti-block-c-harijan-basti-gurgaon-1600-sq-ft-spid-H84323874,Hulas Basti,₹2 Cr,"₹12,500 /sqft"
"5 Bedroom House in Sector 22, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-22-gurgaon-1449-sq-ft-spid-V84320596,"Sector 22, Gurgaon",₹6.5 Cr,"₹44,858 /sqft"
"5 Bedroom House in Sector 40, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-40-gurgaon-60-sq-ft-r1-spid-H78973821,"Sector 40, Gurgaon",₹4.5 Cr,"₹7,50,000 /sqft"
"1 Bedroom House in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-1650-sq-ft-r1-spid-P66222668,"Sushant Lok Phase 1, Gurgaon",₹2.15 Cr,"₹13,030 /sqft"
"6 Bedroom House in Krishna Colony, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-krishna-colony-gurgaon-945-sq-ft-spid-D84306356,"Krishna Colony, Gurgaon",₹1.7 Cr,"₹17,989 /sqft"
"2 Bedroom House in Malibu Town, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-malibu-towne-malibu-town-gurgaon-500-sq-ft-spid-X84305066,Malibu Towne,₹2 Cr,"₹37,037 /sqft"
"6 Bedroom House in Jyoti Park, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-jyoti-park-gurgaon-927-sq-ft-spid-D84297854,"Jyoti Park, Gurgaon",₹1.4 Cr,"₹15,102 /sqft"
"4 Bedroom House in Sector 71, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-alder-grove-sector-71-gurgaon-2450-sq-ft-spid-H84289906,Unitech Alder Grove,₹4.1 Cr,"₹15,495 /sqft"
"2 Bedroom House in Sector-7 Ext, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-ext-gurgaon-900-sq-ft-spid-E84285922,"Sector-7 Ext, Gurgaon",₹2.3 Cr,"₹25,556 /sqft"
"8 Bedroom House in Sector 10, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-10-gurgaon-765-sq-ft-spid-N84284094,"Sector 10, Gurgaon",₹2.8 Cr,"₹36,601 /sqft"
"6 Bedroom House in Saraswati Enclave, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-saraswati-enclave-gurgaon-50-sq-ft-spid-C84282512,"Saraswati Enclave, Gurgaon",₹60 Lac,"₹1,20,000 /sqft"
"10 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2430-sq-ft-spid-M84281696,"Sector 57, Gurgaon",₹8.75 Cr,"₹36,008 /sqft"
"3 Bedroom House in Rosewood City, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rosewood-city-gurgaon-1548-sq-ft-r3-spid-D79636545,"Rosewood City, Gurgaon",₹5 Cr,"₹32,300 /sqft"
"4 Bedroom House in New Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-palam-vihar-gurgaon-1026-sq-ft-spid-K83650376,"New Palam Vihar, Gurgaon",₹1.27 Cr,"₹12,378 /sqft"
"3 Bedroom House in Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-bptp-amstoria-sector-102-gurgaon-2229-sq-ft-r1-spid-Z81475803,BPTP Amstoria,₹3.3 Cr,"₹12,101 /sqft"
"4 Bedroom House in Block G, Rajendra Park, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-g-rajendra-park-gurgaon-972-sq-ft-spid-E84271272,trimurti plots villas,₹95 Lac,"₹9,774 /sqft"
"6 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-1449-sq-ft-spid-I84222940,"Sector 4, Gurgaon",₹3.5 Cr,"₹24,155 /sqft"
"5 Bedroom House in Sector 54, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-the-palm-springs-sector-54-gurgaon-5200-sq-ft-spid-U84255582,Emaar The Palm Springs,₹30 Cr,"₹92,592 /sqft"
"4 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-540-sq-ft-spid-K84255394,"Sector 57, Gurgaon",₹2.44 Cr,"₹45,185 /sqft"
"4 Bedroom House in Shivaji Nagar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-shivaji-nagar-gurgaon-972-sq-ft-spid-I84250958,trimurti villas,₹95 Lac,"₹9,774 /sqft"
"4 Bedroom House in Sector 5 Imt Manesar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-5-imt-manesar-gurgaon-972-sq-ft-spid-A84250678,trimurti plots villas,₹95 Lac,"₹9,774 /sqft"
"3 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2160-sq-ft-spid-C84247270,"Sector 57, Gurgaon",₹6.25 Cr,"₹28,935 /sqft"
"3 Bedroom House in Surat Nagar Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-phase-1-gurgaon-100-sq-ft-spid-W84244978,"Surat Nagar Phase 1, Gurgaon",₹80 Lac,"₹80,000 /sqft"
"3 Bedroom House in Laxman Vihar Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-65-sq-ft-spid-M84240410,"Laxman Vihar Phase 2, Gurgaon",₹77 Lac,"₹1,18,461 /sqft"
"3 Bedroom House in Surat Nagar Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-phase-2-gurgaon-57-sq-ft-spid-V84236572,"Surat Nagar Phase 2, Gurgaon",₹57 Lac,"₹1,00,000 /sqft"
"2 Bedroom House in Kadipur Industrial Area, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kadipur-industrial-area-gurgaon-720-sq-ft-spid-P84235896,"Kadipur Industrial Area, Gurgaon",₹1 Cr,"₹13,889 /sqft"
"4 Bedroom House in Sector 33, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4518-sq-ft-spid-T84235200,Unitech Uniworld Resorts,₹12.9 Cr,"₹28,552 /sqft"
"4 Bedroom House in Sector 33, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4518-sq-ft-spid-E84235022,Unitech Uniworld Resorts,₹12.5 Cr,"₹27,667 /sqft"
"3 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-540-sq-ft-spid-O84230112,"Block C, Sushant Lok Phase 1, Gurgaon",₹2.55 Cr,"₹47,222 /sqft"
"2 Bedroom House in Block K1 New Palam Vihar Phase 1, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-block-k1-new-palam-vihar-phase-1-gurgaon-900-sq-ft-spid-D84218738,"Block K1 New Palam Vihar Phase 1, Gurgaon",₹1.1 Cr,"₹12,222 /sqft"
"4 Bedroom House in Block B Rajendra Park, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-b-rajendra-park-gurgaon-954-sq-ft-spid-Z84215032,"Block B Rajendra Park, Gurgaon",₹2.5 Cr,"₹26,205 /sqft"
"3 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2160-sq-ft-spid-M84194480,"Sector 57, Gurgaon",₹2.9 Cr,"₹13,425 /sqft"
"5 Bedroom House in Sector 7 Extension, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-extension-gurgaon-1800-sq-ft-spid-P84193682,"Sector 7 Extension, Gurgaon",₹1.65 Cr,"₹31,609 /sqft"
"4 Bedroom House in Baldev Nagar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-baldev-nagar-gurgaon-100-sq-ft-spid-Z84193352,"Baldev Nagar, Gurgaon",₹90 Lac,"₹90,000 /sqft"
"7 Bedroom House in South City 2, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-south-city-2-gurgaon-2475-sq-ft-spid-I84187386,"South City 2, Gurgaon",₹9 Cr,"₹45,000 /sqft"
"5 Bedroom House in Sector 70A, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-70a-gurgaon-936-sq-ft-spid-Z84184752,"Sector 70A, Gurgaon",₹1.5 Cr,"₹16,025 /sqft"
"2 Bedroom House in Saraswati Enclave, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-saraswati-enclave-gurgaon-882-sq-ft-spid-C84181570,"Saraswati Enclave, Gurgaon",₹1.1 Cr,"₹12,472 /sqft"
"2 Bedroom House in Nihali colony, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-nihali-colony-gurgaon-850-sq-ft-r1-spid-C81945880,"Nihali colony, Gurgaon",₹85 Lac,"₹9,999 /sqft"
"11 Bedroom House in Sector 46, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-1250-sq-ft-spid-Z84179324,Huda Sector 46,₹6.35 Cr,"₹57,727 /sqft"
"3 Bedroom House in Shivji Park Colony, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-shivji-park-colony-gurgaon-450-sq-ft-spid-T84177882,"Shivji Park Colony, Gurgaon",₹75 Lac,"₹16,666 /sqft"
"4 Bedroom House in Sector 10A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-10a-gurgaon-550-sq-ft-spid-G84174332,"Sector 10A, Gurgaon",₹1.3 Cr,"₹23,636 /sqft"
"4 Bedroom House in Sector 102, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-amstoria-sector-102-gurgaon-1800-sq-ft-spid-H84169222,BPTP Amstoria,₹5.7 Cr,"₹31,667 /sqft"
"5 Bedroom House in Sohna Road, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-1800-sq-ft-spid-K84166766,"Sohna Road, Gurgaon",₹75 Lac,"₹4,167 /sqft"
"7 Bedroom House in South City 2, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-south-city-2-gurgaon-2475-sq-ft-spid-N84165778,"South City 2, Gurgaon",₹9 Cr,"₹36,364 /sqft"
"12 Bedroom House in Malibu Town, Gurgaon",https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-malibu-towne-malibu-town-gurgaon-7200-sq-ft-r13-spid-N68848866,Malibu Towne,Price on Request,
"5 Bedroom House in Sector 7, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-2322-sq-ft-spid-F84157904,"Sector 7, Gurgaon",₹5.35 Cr,"₹23,040 /sqft"
"4 Bedroom House in Sector 105, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-105-gurgaon-972-sq-ft-spid-Z84156822,"Sector 105, Gurgaon",₹3 Cr,"₹30,864 /sqft"
"3 Bedroom House in Sector 56, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kendriya-vihar-sector-56-gurgaon-2250-sq-ft-spid-H84151968,Kendriya Vihar,₹3.55 Cr,"₹15,778 /sqft"
"3 Bedroom House in Heera Nagar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-heera-nagar-gurgaon-360-sq-ft-spid-O84150294,"Heera Nagar, Gurgaon",₹69 Lac,"₹19,167 /sqft"
"4 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-1850-sq-ft-spid-A84149198,Eros Rosewood City,₹4.75 Cr,"₹31,045 /sqft"
"11 Bedroom House in Sector 43, Gurgaon",https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-900-sq-ft-spid-L84146824,"Sector 43, Gurgaon",₹4.95 Cr,"₹55,000 /sqft"
"4 Bedroom House in C Block Mayfield Garden, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-c-block-mayfield-garden-gurgaon-2475-sq-ft-spid-V84133418,mayfield garden,₹7.5 Cr,"₹30,303 /sqft"
"7 Bedroom House in Sector 39, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-981-sq-ft-spid-H84131564,huda,₹3.1 Cr,"₹31,600 /sqft"
"4 Bedroom House in Block T New Palam Vihar Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-t-new-palam-vihar-phase-2-gurgaon-108-sq-ft-spid-U84129874,trimurti plots and villas,₹95 Lac,"₹87,962 /sqft"
"4 Bedroom House in Ashok Vihar Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-2-gurgaon-972-sq-ft-spid-Q84129518,trimurti villas,₹95 Lac,"₹9,774 /sqft"
"12 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-540-sq-ft-spid-T84126006,"DLF Phase 3, Gurgaon",₹3.25 Cr,"₹60,185 /sqft"
"4 Bedroom House in Block A Greenwood City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-a-greenwood-city-gurgaon-2475-sq-ft-spid-Z84122418,"Block A Greenwood City, Gurgaon",₹7.75 Cr,"₹31,313 /sqft"
"2 Bedroom House in Ashok Vihar Phase 3 Extension, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vidya-apartment-ashok-vihar-phase-3-extension-gurgaon-356-sq-ft-spid-O84120834,Vidya Apartment,₹17 Lac,"₹4,775 /sqft"
"3 Bedroom House in Block C Ardee City, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ardee-city-block-c-ardee-city-gurgaon-2160-sq-ft-spid-D84111842,Ardee City,₹2.3 Cr,"₹10,648 /sqft"
"4 Bedroom House in Sector 82, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-2160-sq-ft-spid-L84110468,Vatika Signature Villas,₹5 Cr,"₹23,148 /sqft"
"3 Bedroom House in Model Town, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-model-town-gurgaon-1400-sq-ft-spid-B84107728,"Model Town, Gurgaon",₹3.9 Cr,"₹27,857 /sqft"
"4 Bedroom House in Feroz Gandhi Colony, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-feroz-gandhi-colony-gurgaon-990-sq-ft-spid-K84102702,"Feroz Gandhi Colony, Gurgaon",₹60 Lac,"₹6,061 /sqft"
"10 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-3618-sq-ft-spid-K84101806,"DLF Phase 2, Gurgaon",₹20 Cr,"₹55,279 /sqft"
"7 Bedroom House in Sector 31, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-4500-sq-ft-spid-A84095456,"Sector 31, Gurgaon",₹6.5 Cr,"₹16,250 /sqft"
"6 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-4500-sq-ft-spid-V84095084,"Sector 4, Gurgaon",₹7.5 Cr,"₹16,667 /sqft"
"4 Bedroom House in Sector 86, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-3250-sq-ft-r34-spid-H24817623,DLF New Town Heights 2,₹4.65 Cr,"₹14,307 /sqft"
"8 Bedroom House in Sector 3, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-bhim-garh-kheri-sector-3-gurgaon-810-sq-ft-spid-W84091064,Bhim Garh Kheri,₹1.2 Cr,"₹14,815 /sqft"
"5 Bedroom House in Urban Estate, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-urban-estate-gurgaon-1260-sq-ft-spid-O84086276,Concave Enclave,₹2.7 Cr,"₹21,429 /sqft"
"3 Bedroom House in Laxman Vihar Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-630-sq-ft-spid-I84085728,"Laxman Vihar Phase 2, Gurgaon",₹64 Lac,"₹10,159 /sqft"
"3 Bedroom House in Dhankot, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dhankot-gurgaon-675-sq-ft-spid-N84083148,"Dhankot, Gurgaon",₹55 Lac,"₹8,148 /sqft"
"4 Bedroom House in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-whispering-meadows-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-U84081740,Whispering Meadows,₹12.25 Cr,"₹32,562 /sqft"
"3 Bedroom House in Rosewood City, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-rosewood-city-gurgaon-1750-sq-ft-spid-J84077238,Eros Rosewood City,₹4.15 Cr,"₹30,740 /sqft"
"4 Bedroom House in Garhi Harsaru, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-garhi-harsaru-gurgaon-720-sq-ft-spid-O84076950,"Garhi Harsaru, Gurgaon",₹42 Lac,"₹5,833 /sqft"
"5 Bedroom House in Sector 9, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-gurgaon-1067-sq-ft-spid-F84073716,"Sector 9, Gurgaon",₹2.9 Cr,"₹27,192 /sqft"
"4 Bedroom House in Sector 45, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-2367-sq-ft-spid-X84073482,"Sector 45, Gurgaon",₹2.35 Cr,"₹9,928 /sqft"
"5 Bedroom House in Sector 33, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4500-sq-ft-spid-L84070244,Unitech Uniworld Resorts,₹12 Cr,"₹26,667 /sqft"
"6 Bedroom House in Golf Course Ext Road, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-golf-course-extension-road-gurgaon-900-sq-ft-spid-F84069060,"Golf Course Ext Road, Gurgaon",₹1.2 Cr,"₹13,333 /sqft"
"4 Bedroom House in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-2430-sq-ft-spid-J84063564,"DLF Phase 4, Gurgaon",₹10.25 Cr,"₹42,181 /sqft"
"5 Bedroom House in Farukhnagar, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-farukhnagar-gurgaon-1098-sq-ft-spid-E84040736,"Farukhnagar, Gurgaon",₹82 Lac,"₹7,468 /sqft"
"6 Bedroom House in Jyoti Park, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-jyoti-park-gurgaon-927-sq-ft-spid-R84040622,"Jyoti Park, Gurgaon",₹1.4 Cr,"₹15,102 /sqft"
"3 Bedroom House in Housing board colony,Sector 7 Ext, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-housing-board-colony-sector-7-ext-gurgaon-963-sq-ft-spid-J84039884,"Housing board colony,Sector 7 Ext, Gurgaon",₹75 Lac,"₹7,788 /sqft"
"3 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-594-sq-ft-spid-B84038072,"Palam Vihar, Gurgaon",₹1.7 Cr,"₹28,619 /sqft"
"2 Bedroom House in Surat Nagar Phase 1, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-phase-1-gurgaon-891-sq-ft-r1-spid-D82579650,"Surat Nagar Phase 1, Gurgaon",₹80 Lac,"₹8,889 /sqft"
