property_name,link,society,price,area,areawithtype
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3000-sq-ft-spid-B85625672,BEST PRICE DEALS,₹3.9 Cr,"₹13,000 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-Y84127190,"Sushant Lok Phase 1, Gurgaon",₹5.8 Cr,"₹21,481 /sqft","2,700 sqft (251 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-1360-sq-ft-spid-T85509976,"Block C, Sushant Lok Phase 1, Gurgaon",₹3.5 Cr,"₹25,735 /sqft","1,360 sqft (126 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3255-sq-ft-spid-K83535334,"Palam Vihar, Gurgaon",₹3.42 Cr,"₹10,506 /sqft","3,255 sqft (302 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-spid-Q84672812,Brand New Builder Floor,₹8.8 Cr,"₹19,555 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok 3 Extension, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-3-extension-gurgaon-4500-sq-ft-spid-G85178324,"Sushant Lok 3 Extension, Gurgaon",₹5.3 Cr,"₹11,778 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2430-sq-ft-spid-J84672726,Ansals Palam Vihar,₹2.75 Cr,"₹11,316 /sqft","2,430 sqft (226 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2459-sq-ft-spid-Q85130968,Ansals Palam Vihar,₹2.75 Cr,"₹11,183 /sqft","2,459 sqft (228 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-Q83481382,Super Luxury Mind Blowing,₹3.75 Cr,"₹13,889 /sqft","2,700 sqft (251 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Block C2 Sector 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c2-sector-3-gurgaon-1550-sq-ft-spid-N84006566,"Block C2 Sector 3, Gurgaon",₹1.64 Cr,"₹10,612 /sqft","1,550 sqft (144 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Sector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ss-almeria-sector-84-gurgaon-2000-sq-ft-spid-V81931072,SS Almeria,₹2.3 Cr,"₹11,500 /sqft","2,000 sqft (186 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-2900-sq-ft-spid-Y84315930,Ansals Palam Vihar,₹4.45 Cr,"₹15,344 /sqft","2,900 sqft (269 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3300-sq-ft-spid-F85800778,DLF Phase - 1,₹7.5 Cr,"₹22,727 /sqft","3,300 sqft (307 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-central-arcade-dlf-phase-2-gurgaon-1935-sq-ft-spid-M85442420,DLF Central Arcade,₹3.9 Cr,"₹20,155 /sqft","1,935 sqft (180 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-1836-sq-ft-spid-P84671158,All Punjabi Welfare Association,₹2.2 Cr,"₹11,982 /sqft","1,836 sqft (171 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 15 Part 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-15-part-2-gurgaon-3196-sq-ft-r1-spid-L78821003,"Sector 15 Part 2, Gurgaon",₹3.9 Cr,"₹13,928 /sqft","3,196 sqft (297 sqm) Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-E85692576,DLF Phase -1,₹6.1 Cr,"₹22,592 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2250-sq-ft-spid-Y85651580,DLF PHASE - 1,₹4.35 Cr,"₹19,333 /sqft","2,250 sqft (209 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-2370-sq-ft-spid-R83534864,"Sector 23, Gurgaon",₹2.96 Cr,"₹12,489 /sqft","2,370 sqft (220 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2400-sq-ft-spid-Z85086106,SUPER LUXURY FLOOR CHEAPEST DEAL,₹3.89 Cr,"₹16,208 /sqft","2,400 sqft (223 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 57, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-4500-sq-ft-spid-H85177768,"Sector 57, Gurgaon",₹5.3 Cr,"₹11,778 /sqft","4,500 sqft (418 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-3240-sq-ft-spid-O85144022,Ansals Palam Vihar,₹3.24 Cr,"₹10,000 /sqft","3,240 sqft (301 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-2370-sq-ft-spid-J84211498,"Sector 23, Gurgaon",₹2.8 Cr,"₹11,814 /sqft","2,370 sqft (220 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 40, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-40-gurgaon-2500-sq-ft-spid-O82856826,"Sector 40, Gurgaon",₹3.65 Cr,"₹14,600 /sqft","2,500 sqft (232 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block C2 Sector 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c2-sector-3-gurgaon-1550-sq-ft-spid-O84006384,"Block C2 Sector 3, Gurgaon",₹1.63 Cr,"₹10,516 /sqft","1,550 sqft (144 sqm) Built-up Area"
"4 BHK Independent Builder Floor in B Block, Mayfield Garden, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-mayfield-garden-gurgaon-4518-sq-ft-spid-K84387940,"B Block, Mayfield Garden, Gurgaon",₹5.95 Cr,"₹13,169 /sqft","4,518 sqft (420 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 5, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-5-gurgaon-2100-sq-ft-spid-Z84625470,"DLF Phase 5, Gurgaon",₹6.25 Cr,"₹29,761 /sqft","2,100 sqft (195 sqm) Built-up Area"
"4 BHK Independent Builder Floor in A Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-sushant-lok-1-a-block-sushant-lok-phase-1-gurgaon-2153-sq-ft-spid-T85403556,Luxury Builder Floor In Sushant Lok 1,₹5 Cr,"₹23,226 /sqft","2,152 sqft (200 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-society-palam-vihar-gurgaon-1796-sq-ft-r1-spid-E72546394,Palam Vihar Society,₹2.18 Cr,"₹12,138 /sqft","1,796 sqft (167 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3300-sq-ft-spid-E84507504,DLF Phase -1,₹8.9 Cr,"₹26,969 /sqft","3,300 sqft (307 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-2367-sq-ft-spid-M84913422,All Punjabi Welfare Association,₹2.75 Cr,"₹11,618 /sqft","2,367 sqft (220 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2800-sq-ft-spid-V84780054,"Sushant Lok Phase 1, Gurgaon",₹3.44 Cr,"₹12,285 /sqft","2,800 sqft (260 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2400-sq-ft-spid-T85086186,300SQYD FLOOR VALUE FOR MONEY DEAL,₹3.9 Cr,"₹16,250 /sqft","2,400 sqft (223 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-1500-sq-ft-spid-C83970542,"DLF Phase 1, Gurgaon",₹3.1 Cr,"₹20,666 /sqft","1,500 sqft (139 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-2000-sq-ft-spid-I84763846,"DLF Phase 2, Gurgaon",₹3.33 Cr,"₹16,650 /sqft","2,000 sqft (186 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-2100-sq-ft-spid-C85354928,sushant lok -1 A block,₹4 Cr,"₹19,047 /sqft","2,100 sqft (195 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 52, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ardee-city-sector-52-gurgaon-2718-sq-ft-spid-G82859178,Ardee City,₹2.3 Cr,"₹8,462 /sqft","2,718 sqft (253 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-23-gurgaon-3080-sq-ft-spid-H83535010,"Sector 23, Gurgaon",₹3.3 Cr,"₹10,714 /sqft","3,080 sqft (286 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 67A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-67a-gurgaon-2700-sq-ft-spid-I86174960,"Sector 67A, Gurgaon",₹3.3 Cr,"₹12,222 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-1-gurgaon-3240-sq-ft-spid-L85225216,Super Luxury Mindblowing,₹4 Cr,"₹12,346 /sqft","3,240 sqft (301 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-anant-raj-estates-sector-63a-gurgaon-1900-sq-ft-spid-L84866590,Anant Raj Estates,₹3.2 Cr,"₹16,842 /sqft","1,900 sqft (177 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-S84735590,Smart World Gems,₹1.65 Cr,"₹11,044 /sqft","1,494 sqft (139 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-2-gurgaon-2700-sq-ft-spid-S85049930,"Sushant Lok Phase 2, Gurgaon",₹4 Cr,"₹14,814 /sqft","2,700 sqft (251 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2250-sq-ft-spid-N85652934,DLF PHASE - 1,₹4.7 Cr,"₹20,888 /sqft","2,250 sqft (209 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-I86094422,BEST PRICE DEALS,₹2.7 Cr,"₹13,953 /sqft","1,935 sqft (180 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-2-gurgaon-2200-sq-ft-spid-E83987984,"Sector 2, Gurgaon",₹2.71 Cr,"₹12,318 /sqft","2,200 sqft (204 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-2150-sq-ft-spid-K84084226,"Palam Vihar, Gurgaon",₹2.85 Cr,"₹13,255 /sqft","2,150 sqft (200 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Sector 63A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-anant-raj-estates-sector-63a-gurgaon-1395-sq-ft-spid-Z84061160,Anant Raj Estates,₹2.3 Cr,"₹16,487 /sqft","1,395 sqft (130 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-T86094550,TOP FLOOR TERRACE GARDEN,₹3.05 Cr,"₹15,762 /sqft","1,935 sqft (180 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-D85464986,M3M Soulitude,₹1.7 Cr,"₹11,378 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in Sector 10A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-huda-flats-sector-10a-gurgaon-2400-sq-ft-spid-G84952098,Huda Flats,₹3.75 Cr,"₹15,625 /sqft","2,400 sqft (223 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Block C2 Sector 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c2-sector-3-gurgaon-1450-sq-ft-spid-O84084534,"Block C2 Sector 3, Gurgaon",₹1.62 Cr,"₹11,172 /sqft","1,450 sqft (135 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Sector 89, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-M85464660,M3M Soulitude,₹1.65 Cr,"₹11,044 /sqft","1,494 sqft (139 sqm) Super Built-up Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3600-sq-ft-r2-spid-C81429281,"DLF Phase 2, Gurgaon",₹6.19 Cr,"₹17,194 /sqft","3,600 sqft (334 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sector 92, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-garden-city-floors-sector-92-gurgaon-2250-sq-ft-spid-W84957224,DLF Garden City Floors,₹2.75 Cr,"₹12,222 /sqft","2,250 sqft (209 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Block-A, DLF City Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-a-dlf-city-phase-1-gurgaon-2860-sq-ft-spid-X84680412,"Block-A, DLF City Phase 1, Gurgaon",₹4 Cr,"₹13,986 /sqft","2,860 sqft (266 sqm) Built-up Area"
"3 BHK Independent Builder Floor in Block J Pocket C Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-j-pocket-c-palam-vihar-gurgaon-1700-sq-ft-spid-P84314828,"Block J Pocket C Palam Vihar, Gurgaon",₹3.15 Cr,"₹18,529 /sqft","1,700 sqft (158 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-2-gurgaon-3240-sq-ft-spid-F85442808,"DLF Phase 2, Gurgaon",₹4.5 Cr,"₹13,889 /sqft","3,240 sqft (301 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1900-sq-ft-spid-E85755746,Emaar Emerald Hills,₹3.3 Cr,"₹17,368 /sqft","1,900 sqft (177 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-plaza-sector-23-gurgaon-1650-sq-ft-spid-F84800922,Ansal Plaza,₹2.7 Cr,"₹16,363 /sqft","1,650 sqft (153 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-plaza-sector-23-gurgaon-1450-sq-ft-spid-X84800342,Ansal Plaza,₹2.6 Cr,"₹17,931 /sqft","1,450 sqft (135 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Sector 23, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-plaza-sector-23-gurgaon-1400-sq-ft-spid-K84440772,Ansal Plaza,₹2.45 Cr,"₹17,500 /sqft","1,400 sqft (130 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block J Pocket C Palam Vihar, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-j-pocket-c-palam-vihar-gurgaon-1600-sq-ft-spid-N84314514,"Block J Pocket C Palam Vihar, Gurgaon",₹2.99 Cr,"₹18,687 /sqft","1,600 sqft (149 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Block C2 Sector 3, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-c2-sector-3-gurgaon-1470-sq-ft-spid-C84084684,"Block C2 Sector 3, Gurgaon",₹1.46 Cr,"₹9,931 /sqft","1,470 sqft (137 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-palam-vihar-gurgaon-3240-sq-ft-spid-I83535198,"Palam Vihar, Gurgaon",₹3.4 Cr,"₹10,493 /sqft","3,240 sqft (301 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Block C2 Sector 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-block-c2-sector-3-gurgaon-1650-sq-ft-spid-A83987790,"Block C2 Sector 3, Gurgaon",₹1.74 Cr,"₹10,557 /sqft","1,650 sqft (153 sqm) Built-up Area"
"4 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-4518-sq-ft-spid-W85720404,"Malibu Town, Gurgaon",₹6.3 Cr,"₹13,944 /sqft","4,518 sqft (420 sqm) Carpet Area"
"3 BHK Independent Builder Floor in Malibu Town, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-town-gurgaon-2160-sq-ft-spid-Q85873008,sector 47,₹2.9 Cr,"₹13,425 /sqft","2,160 sqft (201 sqm) Super Built-up Area"
"3 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-1550-sq-ft-spid-T84222814,A BLOCK,₹3.5 Cr,"₹22,580 /sqft","1,550 sqft (144 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4000-sq-ft-spid-X83510988,"Sushant Lok Phase 1, Gurgaon",₹5.25 Cr,"₹13,125 /sqft","4,000 sqft (372 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4000-sq-ft-spid-M86094830,TOP FLOOR TERRACE GARDEN,₹4.21 Cr,"₹10,525 /sqft","4,000 sqft (372 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3000-sq-ft-spid-B86094724,CORNER GREEN BELT,₹4.5 Cr,"₹15,000 /sqft","3,000 sqft (279 sqm) Carpet Area"
"4 BHK Independent Builder Floor in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-4000-sq-ft-spid-C86094962,"Sushant Lok Phase 1, Gurgaon",₹5.75 Cr,"₹14,375 /sqft","4,000 sqft (372 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-spid-T85792284,"DLF Phase 4, Gurgaon",₹4.75 Cr,"₹14,660 /sqft","3,240 sqft (301 sqm) Carpet Area"
"4 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-4500-sq-ft-spid-K85793746,"DLF Phase 4, Gurgaon",₹11 Cr,"₹24,444 /sqft","4,500 sqft (418 sqm) Carpet Area"
"3 BHK Independent Builder Floor in DLF Phase 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-gurgaon-2430-sq-ft-spid-M85791672,"DLF Phase 4, Gurgaon",₹3.4 Cr,"₹13,991 /sqft","2,430 sqft (226 sqm) Carpet Area"
"4 BHK Independent Builder Floor in South City 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-1-gurgaon-2200-sq-ft-spid-B85360358,"South City 1, Gurgaon",₹3.99 Cr,"₹18,136 /sqft","2,200 sqft (204 sqm) Super Built-up Area"
