property_name,society,price_in_cr,price_per_sqft,areawithtype,property_id,link,bedrooms,bathrooms,balcony,additional_room,floor_info,facing,property_age,furnishing_details,features,nearby_location
"3 BHK Flat in Pocket H Nirvana Country, Gurgaon",unitech fresco,2.8,15300,"1,877 sqft (174 sqm) Super Built-up Area",N85370788,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-pocket-h-nirvana-country-gurgaon-1877-sq-ft-spid-N85370788,3,4,3,servant room,7th   of 19 Floors,north,1 to 5 Year Old,"['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '4 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Sofa', 'No TV']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Private Garden / Terrace', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['SkyJumper Trampoline Park', 'M3M Cosmopolitan', ""McDonald's India"", 'Golf Course Ext Rd', 'Park Hospital', 'Rapid Metro Station Sector 55 56', 'The Paras World School', 'IGI Airport']"
"2 BHK Flat in Sector 103, Gurgaon",indiabulls centrum park,1.5,15000,"1,315 sqft (122 sqm) Super Built-up Area",K78742571,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-1315-sq-ft-r2-spid-K78742571,2,2,3,not available,3rd   of 18 Floors,north-east,1 to 5 Year Old,"['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '2 Geyser', '6 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['HUDA Market, Sector 14', 'Dwarka Expressway', 'Emaar Business Park', 'Metro Hospital, Palam Vihar', 'Infinitys Badminton Academy', 'Country Inn and Suites by Radisson', 'HUDA Mini Golf Course', 'F9 Go Karting Gurgaon', 'Indira Gandhi International Airport', 'The NorthCap University', 'Sector 29 Gurgaon Pubs and Bars', 'Delhi Gurgaon Expressway', 'Gurgaon Dreamz Mall', 'S N International School', 'Gurgaon Railway Station']"
"4 BHK Flat in Sector 54, Gurgaon",dlf the belaire,13.5,39358,"3,430 sqft (319 sqm) Super Built-up Area",A84639994,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-belaire-sector-54-gurgaon-3430-sq-ft-spid-A84639994,4,6,3+,servant room,16th   of 30 Floors,south-east,5 to 10 Year Old,"['1 Water Purifier', '1 Fridge', '8 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '16 Light', '1 Chimney', '7 AC', '1 Modular Kitchen', '4 Wardrobe', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Ibis Hotel', 'Golf Course Road', 'Gurgaon Faridabad Highway', 'Paras Hospital', 'Ernst & Young', 'IGI Airport', 'Sector 42-43 Metro station', 'Horizon 1 Mall', 'DLF Golf and Country Club']"
"3 BHK Flat in Sector 102, Gurgaon",conscient heritage max,3.05,14192,"2,149 sqft (200 sqm) Super Built-up Area",R82319206,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-spid-R82319206,3,4,3+,"study room,servant room",14th   of 25 Floors,north-east,5 to 10 Year Old,"['3 Wardrobe', '10 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Hamoni Golf Course', 'Holiday Inn Gurgaon Nh8', 'Appu Ghar Water Park', 'Aryan Hospital', 'Delhi Public School', 'Nehru Stadium', 'Indira Gandhi International Airport', 'The Esplanade Mall', 'World Tech Park', 'Basai Dhankot Railway Station', 'Millennium City Centre Metro Station', 'Dwarka Expressway', 'Sgt University']"
"5 BHK Flat in Sector 62, Gurgaon",pioneer urban presidia,9.7,22365,"4,337 sqft (403 sqm) Super Built-up Area",W83419316,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-pioneer-urban-presidia-sector-62-gurgaon-4337-sq-ft-spid-W83419316,5,5,3,servant room,11st   of 27 Floors,north-east,10+ Year Old,"['9 Wardrobe', '8 Fan', '1 Exhaust Fan', '15 Light', '1 Chimney', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['PVR Drive in Theatre', 'SkyJumper Trampoline Park', 'ZEN Golf Range & Academy', 'Surajgarh Gurgaon', 'Apex Plus Hospital', 'The Banyan Tree Hiking Area', 'Airia Mall', 'Golf Course Ext Road', 'DoubleTree by Hilton Hotel', 'Duke Horse Riding Club', 'Indira Gandhi International Airport', 'Heritage Xperiential Learning School']"
"3 BHK Flat in Sector 77, Gurgaon",emaar mgf palm hills,1.7,11724,"1,450 sqft (135 sqm) Super Built-up Area",W84946278,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-hills-sector-77-gurgaon-1450-sq-ft-spid-W84946278,3,4,3,"study room,servant room,pooja room,store room",2nd   of 13 Floors,east,1 to 5 Year Old,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Hyatt Regency Gurgaon', 'Narayana e Techno School', 'De Adventure Park', 'Sohna Road', 'Medeor Hospital, Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'DPG Institute of Technology', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"4 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,4.42,12737,"3,470 sqft (322 sqm) Super Built-up Area",K84568386,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-3470-sq-ft-spid-K84568386,4,6,3+,servant room,11st   of 29 Floors,north-east,1 to 5 Year Old,"['5 Wardrobe', '7 Fan', '1 Exhaust Fan', '5 Geyser', '20 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '8 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"4 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,7.55,10703,"7,054 sqft (655 sqm) Super Built-up Area",T84568848,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-7054-sq-ft-spid-T84568848,4,4,3+,servant room,19th   of 29 Floors,north-east,1 to 5 Year Old,"['5 Wardrobe', '8 Fan', '1 Exhaust Fan', '6 Geyser', '30 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '10 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"3 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,3.49,13120,"2,660 sqft (247 sqm) Super Built-up Area",O84388456,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-O84388456,3,4,3+,servant room,12nd   of 29 Floors,north-east,1 to 5 Year Old,"['3 Wardrobe', '7 Fan', '1 Exhaust Fan', '4 Geyser', '20 Light', '6 AC', '1 Curtains', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"3 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,3.45,12969,"2,660 sqft (247 sqm) Super Built-up Area",E84563678,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-E84563678,3,4,3+,servant room,11st   of 29 Floors,north-east,1 to 5 Year Old,"['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '20 Light', '1 Chimney', '6 AC', '1 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"3 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,3.48,13082,"2,660 sqft (247 sqm) Super Built-up Area",V84568568,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-V84568568,3,4,3+,servant room,7th   of 29 Floors,north-east,1 to 5 Year Old,"['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '13 Light', '1 Chimney', '1 Modular Kitchen', '6 AC', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"4 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,5.25,12500,"4,200 sqft (390 sqm) Super Built-up Area",P84568242,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-4200-sq-ft-spid-P84568242,4,6,3+,servant room,11st   of 29 Floors,north-east,1 to 5 Year Old,"['4 Wardrobe', '8 Fan', '1 Exhaust Fan', '5 Geyser', '30 Light', '10 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"4 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,5.29,12595,"4,200 sqft (390 sqm) Super Built-up Area",P84012846,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-4200-sq-ft-spid-P84012846,4,6,3+,servant room,20th   of 29 Floors,north-east,1 to 5 Year Old,"['4 Wardrobe', '8 Fan', '1 Exhaust Fan', '6 Geyser', '25 Light', '1 Modular Kitchen', '10 AC', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"2 BHK Flat in Sector 67A, Gurgaon",pyramid urban,0.82,9066,900 sqft (84 sqm) Super Built-up Area,A84178552,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-sector-67a-gurgaon-900-sq-ft-spid-A84178552,2,2,2,others,8th   of 15 Floors,north-west,1 to 5 Year Old,"['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '1 Geyser', '14 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['The Shriram Millennium Sec 64', 'De Adventure Park', 'Pragyanam – School', 'Delhi Public School 67A', 'HP PETROL PUMP Sohna Rd', 'WorldMark Gurgaon', 'DPS Maruti Kunj Senior Wing', 'M3M Cosmopolitan Mall', 'Airia Mall, Sector 68', 'KIIT College of Engineering', 'Ashoka International School']"
"2 BHK Flat in Sector 77, Gurgaon",umang winter hills,1.34,9985,"1,342 sqft (125 sqm) Super Built-up Area",Y84185694,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1342-sq-ft-spid-Y84185694,2,2,2,not available,4th   of 18 Floors,north-east,1 to 5 Year Old,"['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '1 Washing Machine', '10 Light', '3 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Miracles Apollo Hospital', 'Hyatt Regency Gurgaon', 'Delhi Jaipur Expressway', 'Singhania University, Manesar', 'Garhi Harsaru Junction', 'Indira Gandhi International Airport', 'Eros Corporate Park', 'Entertainland Mall', 'Jhankar Senior Secondary School', 'Aravalli Hills']"
"3 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,3.55,13345,"2,660 sqft (247 sqm) Super Built-up Area",C84079772,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-C84079772,3,4,3+,servant room,11st   of 29 Floors,north-east,1 to 5 Year Old,"['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '20 Light', '6 AC', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
"4 BHK Flat in Sector 82A, Gurgaon",vatika inxt floors,2.4,12972,"1,850 sqft (172 sqm) Carpet Area",K83989980,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-vatika-inxt-floors-sector-82a-gurgaon-1850-sq-ft-spid-K83989980,4,3,3+,pooja room,1st   of 3 Floors,north-east,5 to 10 Year Old,"['5 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '20 Light', '1 Curtains', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['SGT UNIVERSITY', 'Indira Gandhi Intl Airport', 'Vatika Town Square-INXT', 'Knowledge Tree World School', 'NH 48, Sector 78, Gurugram', 'Nouveau Medics Multispeciality']"
"3 BHK Flat in Sector 79, Gurgaon",bestech altura,2.66,12975,"2,050 sqft (190 sqm) Super Built-up Area",D83683694,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2050-sq-ft-spid-D83683694,3,3,3+,pooja room,8th   of 20 Floors,north-east,0 to 1 Year Old,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '20 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['NH -8', 'Miracles Apollo Hospital', 'Mount Olympus Junior School', 'Golf Course Extension Road', 'Garhi Harsaru Junction', 'Golden Greens Golf & Resorts', 'Savoy Suites, Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'Amity University Gurugram', 'Sapphire 83 Mall']"
"4 BHK Flat in Sector 81, Gurgaon",bestech park view grand spa,5.16,12285,"4,200 sqft (390 sqm) Super Built-up Area",M83050616,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-4200-sq-ft-spid-M83050616,4,6,3+,servant room,15th   of 29 Floors,north-east,1 to 5 Year Old,"['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '5 Geyser', '25 Light', '1 Curtains', '10 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[""St. Xavier's High School"", 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Spectra Hospital', 'NH-8, IMT Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'National Tennis Academy', 'Dwarka Expressway', 'Sapphire 83 Mall']"
