property_id,property_type,link,society,sector,price_in_cr,price_per_sqft,areawithtype,plot_area,super_built_up_area,built_up_area,carpet_area,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,features,luxury_score
X84548274,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-3618-sq-ft-spid-X84548274,TOP FLOOR TERRACE,sector 26,7.15,19762.0,"3,618 sqft (336 sqm) Super Built-up Area",,3618.0,,,4,5,2,4,0,1,0,1,0,north,Semi-Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Centrally Air Conditioned', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Park', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.7609380720967022
Z84139124,Independent House,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-4500-sq-ft-spid-Z84139124,"DLF Phase 2, Gurgaon",sector 25,16.0,33333.0,4500 sqft (418.06 sqm) Plot Area,4500.0,,,,8,9,3,3,1,1,0,1,1,east,Semi-Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.8813867260549119
G83335788,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1689-sq-ft-spid-G83335788,adani m2k oyster grande,sector 102,2.5,14801.0,"1,689 sqft (157 sqm) Super Built-up Area",,1689.0,,,3,3,3,12,0,0,0,0,0,east,Unfurnished,Moderately Old,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.08184079986066942
B83920352,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-63a-gurgaon-1100-sq-ft-spid-B83920352,"Sector 63A, Gurgaon",sector 63,0.35,3181.0,1100 sqft (102.19 sqm) Plot Area,1100.0,,,,3,2,1,2,0,0,0,0,0,not available,Unfurnished,Moderately Old,,0.0
A83965456,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ss-aaron-ville-uppals-southend-gurgaon-2340-sq-ft-spid-A83965456,SS Aaron Ville,sector 49,6.0,25641.0,2340 sqft (217.39 sqm) Plot Area,2340.0,,,,4,5,3,2,0,1,1,1,0,north-east,Semi-Furnished,Moderately Old,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.100057784316213
K85320552,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-2844-sq-ft-spid-K85320552,Luxury Homes By Horiizon Ventures,sector 26,5.0,23148.0,"2,844 sqft (264 sqm) Super Built-up Area",,2844.0,,,4,4,2,2,1,1,1,1,0,north-east,Unfurnished,Relatively New,"['Water purifier', 'Centrally Air Conditioned', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",0.8998928678254854
H84513614,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-fleur-villas-sohna-gurgaon-3400-sq-ft-spid-H84513614,Central Park Flower Valley Fleur Villas,sector 33,8.0,35555.0,2250 sqft (209.03 sqm) Plot Area | 3400 sqft (315.87 sqm) Built-up Area,2250.0,,3400.0,,4,4,3,2,1,1,1,1,0,east,Semi-Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
E85755746,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1900-sq-ft-spid-E85755746,Emaar Emerald Hills,sector 65,3.3,17368.0,"1,900 sqft (177 sqm) Super Built-up Area",,1900.0,,,3,3,2,0,0,1,0,0,0,east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']",0.8625316392280076
P85958600,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-gardencity-enclave-sector-93-gurgaon-1611-sq-ft-spid-P85958600,DLF Gardencity Enclave,sector 93,1.9,11793.0,"1,611 sqft (150 sqm) Super Built-up Area",,1611.0,,,3,3,3,2,0,1,0,0,0,north-east,Unfurnished,New Property,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']",0.37843643572024505
S84188596,Independent Builder Floor,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1274-sq-ft-spid-S84188596,Central Park Flower Valley Cerise Floors,sector 33,1.65,12951.0,"1,274 sqft (118 sqm) Super Built-up Area",,1274.0,,,2,2,3,2,1,0,0,0,0,east,Semi-Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.35998079434360797
M82896072,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-2160-sq-ft-r1-spid-M82896072,"Nirvana Country, Gurgaon",sector 50,9.65,44676.0,2160 sqft (200.67 sqm) Plot Area,2160.0,,,,4,4,3+,2,1,1,1,1,0,north,Semi-Furnished,Moderately Old,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3274002576019965
T85368398,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1426-sq-ft-spid-T85368398,unitech fresco,sector 50,2.3,16129.0,"1,426 sqft (132 sqm) Super Built-up Area",,1426.0,,,2,3,2,11,0,0,0,0,1,east,Semi-Furnished,Moderately Old,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
G81457459,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-microtek-greenburg-sector-86-gurgaon-1480-sq-ft-spid-G81457459,microtek greenburg,sector 86,2.1,14189.0,"1,480 sqft (138 sqm) Super Built-up Area",,1480.0,,,2,2,2,8,1,1,1,1,0,north-east,Furnished,Relatively New,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
L84732614,Independent House,https://www.99acres.com/20-bhk-bedroom-independent-house-villa-for-sale-in-sector-42-gurgaon-6000-sq-ft-spid-L84732614,"Sector 42, Gurgaon",sector 42,8.75,60386.0,1449 sqft (134.62 sqm) Plot Area | 6000 sqft (557.42 sqm) Built-up Area | 5796 sqft (538.47 sqm) Carpet Area,1449.0,,6000.0,5796.0,20,20,3+,4,0,0,1,0,0,north,Furnished,New Property,"['Security / Fire Alarm', 'Private Garden / Terrace', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']",1.3649117126625225
S82720728,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pratap-nagar-gurgaon-2160-sq-ft-spid-S82720728,"Pratap Nagar, Gurgaon",sector 8,1.7,23611.0,720 sqft (66.89 sqm) Plot Area | 2160 sqft (200.67 sqm) Built-up Area,720.0,,2160.0,,5,5,2,3,0,0,0,0,0,not available,Semi-Furnished,Moderately Old,"['Water purifier', 'Water Storage', 'Visitor Parking', 'Natural Light', 'Airy Rooms']",0.32712953783387444
J84246754,Independent House,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-1548-sq-ft-spid-J84246754,"Sector 57, Gurgaon",sector 57,4.4,28424.0,1548 sqft (143.81 sqm) Plot Area,1548.0,,,,2,2,3,1,0,1,0,1,0,north,Unfurnished,Old Property,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'Internet/wi-fi connectivity']",0.8242168191378182
M83342210,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2430-sq-ft-spid-M83342210,Park Facing Villa,sector 26,11.0,45267.0,2430 sqft (225.75 sqm) Plot Area,2430.0,,,,6,6,3+,2,1,1,0,1,1,east,Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.8813867260549119
G85023424,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-the-grove-dlf-phase-5-gurgaon-1650-sq-ft-spid-G85023424,DLF The Grove,sector 43,8.5,51515.0,"1,650 sqft (153 sqm) Carpet Area",,,,1650.0,4,4,2,1,1,1,1,1,0,east,Furnished,New Property,"['Security / Fire Alarm', 'Intercom Facility', 'Water purifier', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.8373700360193073
P83195074,Independent House,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-22b-gurgaon-1449-sq-ft-r1-spid-P83195074,"Sector 22B, Gurgaon",sector 22,4.4,30366.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,8,6,3+,4,1,1,0,1,0,north,Semi-Furnished,Old Property,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.3465960199121562
J84071546,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-1930-sq-ft-spid-J84071546,dlf new town heights 2,sector 86,2.1,10880.0,"1,930 sqft (179 sqm) Super Built-up Area",,1930.0,,,3,3,3,10,0,1,0,1,0,north,Unfurnished,Old Property,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.19993285900529698
T84362422,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-T84362422,m3m soulitude,sector 89,1.6,10709.0,"1,494 sqft (139 sqm) Super Built-up Area",,1494.0,,,3,3,3,2,0,0,0,0,1,east,Unfurnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
F83246106,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-3-gurgaon-2844-sq-ft-spid-F83246106,ULTRA LUXURY NAMO HOMES BUILDER FLOOR,sector 24,3.45,12130.0,"2,844 sqft (264 sqm) Carpet Area",,,,2844.0,4,4,2,2,0,1,1,0,0,north,Semi-Furnished,Relatively New,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",0.8998928678254854
S85124132,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-1-gurgaon-3240-sq-ft-spid-S85124132,"Sushant Lok Phase 1, Gurgaon",sector 43,5.1,15741.0,"3,240 sqft (301 sqm) Carpet Area",,,,3240.0,4,5,3+,3,0,1,0,1,0,east,Semi-Furnished,New Property,"['Water Storage', 'Park', 'Waste Disposal']",0.3465960199121562
C84494030,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-palam-vihar-phase-3-gurgaon-1080-sq-ft-spid-C84494030,"New Palam Vihar Phase 3, Gurgaon",sector 110,1.4,12963.0,1080 sqft (100.34 sqm) Plot Area,1080.0,,,,4,3,2,2,1,0,1,1,0,south,Furnished,Moderately Old,"['Water purifier', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']",0.5099384378801205
H85236990,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-cosmos-express-99-sector-99-gurgaon-1550-sq-ft-spid-H85236990,cosmos express 99,sector 99,1.38,8903.0,"1,550 sqft (144 sqm) Super Built-up Area",,1550.0,,,2,2,2,6,1,0,0,0,0,north-east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.12754653792423462
B77028619,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2700-sq-ft-r2-spid-B77028619,Ansal API Esencia,sector 67,2.61,9666.0,"2,700 sqft (251 sqm) Built-up Area",,,2700.0,,4,4,2,2,0,1,0,1,0,north-west,Semi-Furnished,New Property,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.241077710345214
S84944800,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-3240-sq-ft-spid-S84944800,Unitech Espace,sector 50,15.0,46296.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,3,3,3+,2,1,1,1,1,0,east,Unfurnished,Relatively New,"['Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.6524234516517183
X81655522,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-2160-sq-ft-r1-spid-X81655522,Unitech Deerwood Chase,sector 50,9.5,43981.0,2160 sqft (200.67 sqm) Plot Area,2160.0,,,,3,2,1,1,0,1,0,0,0,north,Semi-Furnished,Old Property,"['Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Rain Water Harvesting']",0.49245027930369156
J85453850,Independent Builder Floor,https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-green-meadows-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-J85453850,Green Meadows,sector 43,6.5,17278.0,"3,762 sqft (350 sqm) Carpet Area",,,,3762.0,5,5,2,2,0,1,0,0,0,north-west,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'Security Personnel']",0.31680571866012014
P83599838,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-1935-sq-ft-spid-P83599838,bestech park view spa next,sector 67,3.0,15503.0,"1,935 sqft (180 sqm) Super Built-up Area",,1935.0,,,3,4,3,14,0,1,0,0,0,north,Semi-Furnished,Moderately Old,"['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.0634412262345343
L81657752,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-nirvana-birch-court-nirvana-country-gurgaon-4500-sq-ft-r1-spid-L81657752,Unitech Nirvana Birch Court,sector 50,20.0,44444.0,4500 sqft (418.06 sqm) Plot Area,4500.0,,,,3,3,1,1,0,1,0,0,0,east,Semi-Furnished,Old Property,"['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.0536872866357145
W83783760,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-premium-luxury-dlf-city-floors-dlf-phase-1-gurgaon-2106-sq-ft-spid-W83783760,Premium Luxury DLF City Floors,sector 26,4.5,21367.0,"2,106 sqft (196 sqm) Carpet Area",,,,2106.0,4,4,2,2,0,1,0,0,0,north-east,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Centrally Air Conditioned', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Park', 'Low Density Society']",0.49371785264695583
O84061814,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-3240-sq-ft-spid-O84061814,"Sector 31, Gurgaon",sector 31,9.5,29321.0,3240 sqft (301.01 sqm) Plot Area,3240.0,,,,4,4,2,2,1,0,0,0,0,west,Unfurnished,Old Property,"['High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Rain Water Harvesting']",0.5341735683143373
E84700914,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3150-sq-ft-spid-E84700914,Emaar MGF Marbella,sector 66,16.0,50794.0,3150 sqft (292.64 sqm) Plot Area,3150.0,,,,4,4,3,3,1,1,0,0,0,north-east,Semi-Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.6840969162234689
A84553662,Independent House,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-malibu-towne-malibu-town-gurgaon-540-sq-ft-spid-A84553662,Malibu Towne,sector 47,3.1,57407.0,540 sqft (50.17 sqm) Plot Area,540.0,,,,11,11,2,4,0,0,1,0,0,north-west,Furnished,Relatively New,"['Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'No open drainage around', 'Park', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting']",0.3253595053750141
U83100098,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-5-gurgaon-1449-sq-ft-spid-U83100098,"Sector 5, Gurgaon",sector 5,3.35,23119.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,3,3,2,2,0,0,0,1,0,east,Unfurnished,Old Property,['Rain Water Harvesting'],0.0
P66222668,Independent House,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-1650-sq-ft-r1-spid-P66222668,"Sushant Lok Phase 1, Gurgaon",sector 43,2.15,13030.0,1650 sqft (153.29 sqm) Built-up Area,,,1650.0,,1,1,0,1,0,0,0,0,0,not available,Unfurnished,Undefined,,0.0
W74657031,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1485-sq-ft-r5-spid-W74657031,ireo the corridors,sector 67,2.45,16498.0,"1,485 sqft (138 sqm) Super Built-up Area",,1485.0,,,2,2,3+,7,1,0,0,0,0,east,Unfurnished,Moderately Old,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.5532885353960152
R84506362,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-2625-sq-ft-spid-R84506362,emaar mgf the palm drive,sector 66,5.19,19771.0,"2,625 sqft (244 sqm) Super Built-up Area",,2625.0,,,4,4,2,8,0,1,0,0,0,north,Semi-Furnished,Moderately Old,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
